Collected date,Month,Total phosphorus [ug/L],Collection site
2024-05-21,May,15.4,18003302602
2024-05-21,May,20.0,18003300802
2024-10-21,Oct,117.0,11000100702
2024-10-21,Oct,19.8,11000100502
2024-10-22,Oct,117.0,6002400902
2024-10-21,Oct,59.9,11000101202
2024-10-22,Oct,120.0,6003800102
2024-10-22,Oct,145.0,6002400102
2024-10-22,Oct,126.0,6002400802
2024-10-28,Oct,10.0,6001700102
2024-10-28,Oct,16.0,6001701002
2024-10-28,Oct,16.1,6001701102
2024-10-28,Oct,24.7,6001700702
2024-06-18,Jun,36.9,1010800102
2024-06-18,Jun,13.8,1010700402
2024-07-16,Jul,12.2,1010600202
2024-07-16,Jul,13.0,1010700202
2024-07-16,Jul,82.7,1010800602
2024-06-05,Jun,17.6,16018403602
2024-06-05,Jun,12.3,16018410202
2024-06-05,Jun,15.2,16018406702
2024-06-05,Jun,13.5,16018412602
2024-05-13,May,22.7,16018402902
2024-06-05,Jun,6.8,16018403402
2024-06-05,Jun,13.4,16018403702
2024-06-05,Jun,8.0,16018409002
2024-06-05,Jun,24.1,16018407502
2024-06-05,Jun,17.4,16018409102
2024-06-05,Jun,16.1,16018413102
2024-05-13,May,20.9,16018411702
2024-05-13,May,26.0,16018410102
2024-05-13,May,39.1,16018407702
2024-05-13,May,24.1,16018412702
2024-05-13,May,98.6,16018405102
2024-05-13,May,68.7,16018401602
2024-07-16,Jul,16.8,1010500102
2024-07-16,Jul,35.6,1010800102
2024-07-16,Jul,24.5,1010700402
2024-09-01,Sep,561.0,8002202402
2024-11-01,Nov,177.0,8002201602
2024-11-01,Nov,155.0,8004000202
2024-11-01,Nov,147.0,8002201002
2024-10-12,Oct,7.8,6009701102
2024-10-12,Oct,39.7,6008200302
2024-12-12,Dec,11.6,6008301902
2024-06-17,Jun,55.2,18003303102
2024-06-17,Jun,18.4,18003300302
2024-09-12,Sep,66.8,6010400102
2024-10-12,Oct,12.7,6008000702
2024-10-12,Oct,13.6,6008000602
2024-09-12,Sep,17.9,6009701802
2024-09-12,Sep,20.4,6010400802
2024-12-12,Dec,26.6,6008501402
2024-01-24,Jan,60.8,4001304402
2024-01-24,Jan,36.2,4001304102
2024-01-24,Jan,47.8,4001302502
2024-01-24,Jan,49.0,4001308002
2024-01-24,Jan,84.2,4001304202
2024-05-21,May,31.8,18003303402
2024-05-21,May,22.1,18003303702
2024-05-21,May,31.8,18003300302
2024-05-21,May,21.8,18003303502
2024-05-21,May,11.3,18003302302
2024-05-21,May,37.0,18003303602
2024-06-17,Jun,82.3,18003303602
2024-06-17,Jun,31.2,18003303702
2024-06-17,Jun,21.4,18003303502
2024-06-17,Jun,96.4,18003303402
2024-11-18,Nov,15.1,6001701102
2024-11-18,Nov,9.9,6001701002
2024-11-18,Nov,245.0,6000300102
2024-11-18,Nov,14.0,6001700702
2024-11-20,Nov,129.0,6002400102
2024-11-20,Nov,202.0,6002400902
2024-11-20,Nov,100.0,6003800102
2024-11-18,Nov,9.9,6001700102
2024-11-25,Nov,353.0,11000101202
2024-11-25,Nov,26.8,11000100502
2024-05-13,May,21.6,16018407402
2024-05-13,May,28.4,16018413002
2024-05-13,May,16.3,16018410302
2024-05-13,May,25.0,16018401202
2024-05-13,May,19.2,16018401502
2024-05-14,May,21.8,16018410602
2024-05-14,May,34.5,16018412902
2024-05-14,May,82.5,16018409302
2024-05-14,May,65.9,16018412802
2024-05-14,May,19.5,16018400902
2024-05-14,May,19.4,16018403302
2024-05-14,May,34.1,16018415502
2024-05-14,May,19.1,16018402702
2024-05-14,May,31.2,16018409202
2024-05-22,May,66.2,16018403502
2024-08-20,Aug,9.3,1010400202
2024-08-20,Aug,30.0,1010800602
2024-08-20,Aug,14.0,1010500102
2024-08-20,Aug,16.4,1010600202
2024-08-20,Aug,13.4,1010700202
2024-08-20,Aug,61.2,1010800102
2024-11-01,Nov,195.0,8004000802
2024-08-20,Aug,18.8,1010700402
2024-09-17,Sep,7.5,1010400202
2024-09-17,Sep,131.0,1010800102
2024-11-01,Nov,151.0,8002200702
2024-11-01,Nov,285.0,8002201902
2024-11-01,Nov,230.0,8002202002
2024-11-01,Nov,532.0,8002100202
2024-11-01,Nov,173.0,8002201202
2024-11-01,Nov,276.0,8002202402
2024-02-14,Feb,49.8,4001308002
2024-02-14,Feb,94.9,4001304202
2024-06-17,Jun,20.1,18003300802
2024-11-26,Nov,151.0,5000600202
2024-02-14,Feb,32.6,4001304102
2024-02-14,Feb,45.0,4001302502
2024-06-17,Jun,19.7,18003302602
2024-06-17,Jun,10.7,18003302302
2024-11-20,Nov,125.0,6002400802
2024-11-25,Nov,1290.0,11000101302
2024-11-25,Nov,108.0,11000100702
2024-03-01,Mar,10.3,3013301302
2024-03-01,Mar,24.5,3013303002
2024-07-15,Jul,24.6,18003300302
2024-07-15,Jul,42.4,18003302602
2024-03-01,Mar,18.8,18607008002
2024-06-17,Jun,25.6,18003302902
2024-07-15,Jul,27.5,18003300802
2024-07-15,Jul,54.3,18003303102
2024-07-15,Jul,34.3,18003303402
2024-07-15,Jul,36.9,18003303702
2024-07-15,Jul,25.2,18003303502
2024-05-22,May,50.4,16018410602
2024-10-06,Oct,224.0,16018412802
2024-10-06,Oct,231.0,16018412902
2024-10-06,Oct,42.6,16018410602
2024-10-06,Oct,24.2,16018401002
2024-10-06,Oct,27.0,16018415502
2024-10-06,Oct,135.0,16018409302
2024-10-06,Oct,26.2,16018402702
2024-10-06,Oct,17.0,16018400902
2024-10-06,Oct,89.7,16018409202
2024-10-06,Oct,22.4,16018403302
2024-06-13,Jun,20.6,16018410102
2024-06-13,Jun,20.7,16018401202
2024-06-13,Jun,107.0,16018412702
2024-06-13,Jun,16.4,16018401502
2024-06-13,Jun,25.5,16018413002
2024-09-17,Sep,13.0,1010700202
2024-09-17,Sep,12.4,1010500102
2024-09-17,Sep,17.6,1010600202
2024-09-17,Sep,28.5,1010800602
2024-09-17,Sep,21.7,1010700402
2024-10-22,Oct,11.0,1010600202
2024-10-22,Oct,15.5,1010700202
2024-10-22,Oct,7.3,1010500102
2024-10-22,Oct,78.6,1010800102
2024-10-22,Oct,19.5,1010800602
2024-01-26,Jan,624.0,8002202402
2024-06-13,Jun,14.5,16018410302
2024-06-27,Jun,20.2,16018403402
2024-01-24,Jan,316.0,8002202402
